,Indicator,Unit,Subgroup,Area,Area ID,Time Period,Source,Data Value,Footnotes
47691,Yield in a crops,Tons/Hectars,Tobacco Short rainy season,Kaskazini Pemba,TZA002054,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47692,Yield in a crops,Tons/Hectars,Tobacco Short rainy season,Kusini Pemba,TZA002055,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47695,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Dodoma,TZA001001,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47696,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Arusha,TZA001002,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47697,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Kilimanjaro,TZA001003,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.87,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47698,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Tanga,TZA001004,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.48,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47699,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Morogoro,TZA001005,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47700,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Pwani,TZA001006,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.23,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47702,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Lindi,TZA001008,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47703,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Mtwara,TZA001009,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47704,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Ruvuma,TZA001010,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47705,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Iringa,TZA001011,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47706,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Mbeya,TZA001012,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47707,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Singida,TZA001013,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47708,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Tabora,TZA001014,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.11,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47709,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Rukwa,TZA001015,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47710,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Kigoma,TZA001016,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.43,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47711,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Mjini Magharibi,TZA002053,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47712,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Kaskazini Pemba,TZA002054,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.53,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47713,Yield in a crops,Tons/Hectars,Cowpeas Short rainy season,Kusini Pemba,TZA002055,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.71,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47716,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Dodoma,TZA001001,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47717,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Arusha,TZA001002,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47718,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Kilimanjaro,TZA001003,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.21,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47719,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Tanga,TZA001004,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.31,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47720,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Morogoro,TZA001005,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47721,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Pwani,TZA001006,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.58,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47723,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Lindi,TZA001008,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47724,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Mtwara,TZA001009,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.51,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47725,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Ruvuma,TZA001010,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.16,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47726,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Iringa,TZA001011,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47727,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Mbeya,TZA001012,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47728,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Singida,TZA001013,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47729,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Tabora,TZA001014,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.25,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47730,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Rukwa,TZA001015,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47731,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Kigoma,TZA001016,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47732,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Shinyanga,TZA001017,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47733,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Kagera,TZA001018,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47734,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Mwanza,TZA001019,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.97,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47735,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Mara,TZA001020,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.49,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47736,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Manyara,TZA001021,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47737,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Njombe,TZA001022,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47738,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Katavi,TZA001023,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47739,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Simiyu,TZA001024,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.28,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47740,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Geita,TZA001025,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.12,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47742,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Kaskazini Unguja,TZA002051,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.26,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47743,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Kusini Unguja,TZA002052,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.26,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47744,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Mjini Magharibi,TZA002053,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47745,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Kaskazini Pemba,TZA002054,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.57,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47746,Yield in a crops,Tons/Hectars,Green Gram Short rainy season,Kusini Pemba,TZA002055,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47749,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Dodoma,TZA001001,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47750,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Arusha,TZA001002,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47751,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Kilimanjaro,TZA001003,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47752,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Tanga,TZA001004,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47753,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Morogoro,TZA001005,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47754,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Pwani,TZA001006,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47756,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Lindi,TZA001008,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47757,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Mtwara,TZA001009,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47758,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Ruvuma,TZA001010,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47759,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Iringa,TZA001011,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47760,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Mbeya,TZA001012,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47761,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Singida,TZA001013,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47762,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Tabora,TZA001014,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47763,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Rukwa,TZA001015,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47764,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Kigoma,TZA001016,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47765,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Shinyanga,TZA001017,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.95,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47766,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Kagera,TZA001018,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47767,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Mwanza,TZA001019,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,1.19,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47768,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Mara,TZA001020,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47769,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Manyara,TZA001021,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47770,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Njombe,TZA001022,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47771,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Katavi,TZA001023,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47772,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Simiyu,TZA001024,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47773,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Geita,TZA001025,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,1.95,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47775,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Kaskazini Unguja,TZA002051,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47776,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Kusini Unguja,TZA002052,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47777,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Mjini Magharibi,TZA002053,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47778,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Kaskazini Pemba,TZA002054,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47779,Yield in a crops,Tons/Hectars,Chick peas Short rainy season,Kusini Pemba,TZA002055,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47782,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Dodoma,TZA001001,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47783,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Arusha,TZA001002,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47784,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Kilimanjaro,TZA001003,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47785,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Tanga,TZA001004,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47786,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Morogoro,TZA001005,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47787,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Pwani,TZA001006,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.06,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47789,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Lindi,TZA001008,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47790,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Mtwara,TZA001009,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.15,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47791,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Ruvuma,TZA001010,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47792,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Iringa,TZA001011,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.67,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47793,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Mbeya,TZA001012,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47794,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Singida,TZA001013,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47795,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Tabora,TZA001014,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.57,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47796,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Rukwa,TZA001015,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47797,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Kigoma,TZA001016,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47798,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Shinyanga,TZA001017,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.27,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47799,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Kagera,TZA001018,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47800,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Mwanza,TZA001019,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.26,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47801,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Mara,TZA001020,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,1.48,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47802,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Manyara,TZA001021,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47803,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Njombe,TZA001022,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47804,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Katavi,TZA001023,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47805,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Simiyu,TZA001024,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.76,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47806,Yield in a crops,Tons/Hectars,Bambaranuts Short rainy season,Geita,TZA001025,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.07,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47807,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Singida,TZA001013,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47808,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Tabora,TZA001014,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47809,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Rukwa,TZA001015,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47810,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Kigoma,TZA001016,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0.74,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47811,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Shinyanga,TZA001017,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
47812,Yield in a crops,Tons/Hectars,Pigeon peas Short rainy season,Kagera,TZA001018,2014-2015,NBS_Annual Agricultural Sample Survey_2014-2015,0,"TZA_Annual Agricultural Sample Survey,2014-2015, National Bureau of Statistics, Tanzania_2014-2015"
